X,Y,OBJECTID,UNITID,LOCATION,USRN,STREET,EASTING,NORTHING,COLHEIGHT,COLMAT,UNIT_TYPE_DESCRIPTION,POSITION_DESCRIPTION,OWNER_DESCRIPTION,UNIT_NO,ASSET_NUMBER,COLTYPE,FAULT_MAINTENANCE_SUPPORT,INCLUDED_ON_ENERGY_REPORT,CMS_CONTROLLED,longitude,latitude
355605,179109,28934,SL099144,O/S 1 1N /Royal Cl,"4576473",Coombe Close,355605,179109,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN,Yes,TRUE,true,-2.6410877127647,51.5091538756371
355615,179144,28935,SL099145,O/S 9 2N /Royal Cl Turn Head,"4576473",Coombe Close,355615,179144,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.6409480383729,51.5094693431004
355539,179140,28936,SL033738,Opp 2 1W /Royal Cl,"4576484",Convent Close,355539,179140,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN,Yes,TRUE,true,-2.64204258325479,51.5094273804559
355510,179123,28937,SL033739,O/S 12 2W /Royal Cl,"4576484",Convent Close,355510,179123,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN,Yes,TRUE,true,-2.64245828288838,51.5092722447731
355505,179092,28938,SL033740,O/S 9 3W /Royal Cl Turn Head,"4576484",Convent Close,355505,179092,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",20003,LIGHTING COLUMN,Yes,TRUE,true,-2.64252640814136,51.5089931343871
355709,179199,28939,SL000868,1W /WINDMILL LANE,"4576495",Hill End Drive,355709,179199,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN,Yes,TRUE,true,-2.63960054721097,51.5099712448219
355683,179209,28940,SL000869,2W /Windmill Ln (so15),"4576495",Hill End Drive,355683,179209,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN,Yes,TRUE,true,-2.63997643227936,51.5100591059797
355643,179210,28941,SL000870,O/S 2 op COUSINS CL,"4576495",Hill End Drive,355643,179210,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",20003,LIGHTING COLUMN,Yes,TRUE,true,-2.64055290901253,51.5100649450537
355618,179231,28942,SL000871,O/S 2 Opp 5 1W /Cousins Cl,"4576495",Hill End Drive,355618,179231,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",20004,LIGHTING COLUMN,Yes,TRUE,true,-2.6409157742321,51.5102517809605
355589,179232,28943,SL000872,1W /DARLEY CLOSE,"4576495",Hill End Drive,355589,179232,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",20005,LIGHTING COLUMN,Yes,TRUE,true,-2.64133375663451,51.5102584836455
355554.08,179214.960000001,28944,SL000873,O/S 10 2W /Darley Cl  Turn Head,"4576495",Hill End Drive,355554.08,179214.96,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",20006,LIGHTING COLUMN,Yes,TRUE,true,-2.64183476273748,51.5101025230038
360417.6,166958.5,28945,SL069413,Opp 2 OPP 2,"4577012",Arrowfield Close,360417.6,166958.5,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57038038502415,51.4002656521984
360403.1,166922.6,28946,SL069414,O/S 5 Opp 8 O/S 5,"4577012",Arrowfield Close,360403.1,166922.6,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57058479490844,51.3999418524742
360380.87,166898.550000001,28947,SL069415,O/S 13 Opp 10 O/S 13,"4577012",Arrowfield Close,360380.87,166898.55,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",20003,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.5709016355872,51.3997240607237
360344.9,166902.300000001,28948,SL069416,O/S 19 Opp 14 O/S 19,"4577012",Arrowfield Close,360344.9,166902.3,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"004",20004,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57141907845667,51.3997552684576
360329.9,166927.5,28949,SL069417,O/S 25 O/S 25,"4577012",Arrowfield Close,360329.9,166927.5,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",20005,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57163750570506,51.3999808029842
360336.2,166958,28950,SL069418,O/S 29 Opp 20 O/S 29/31,"4577012",Arrowfield Close,360336.2,166958,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",20006,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57155036462636,51.4002554788258
355265.3,175632.300000001,28951,SL065734,O/S 2 1S /GlenavonPK,"4578068",Cavendish Gardens,355265.3,175632.3,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.64554102020867,51.4778684817343
355239.1,175607.199999999,28952,SL065735,O/S 7 Opp 9 2S /GlenavonPK,"4578068",Cavendish Gardens,355239.1,175607.2,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.64591505574297,51.4776407327942
358686.8,172318.5,28953,SL105066,o/s Merrick Court 9 to 16,"4580658",Merchants Quay,358686.8,172318.5,0,STEEL,SL: Street Light,On Quay side,PTSD - DOCKS,D003,20003,NON GALVANISED STEEL,Yes,TRUE,true,-2.59588703819217,51.4483344001857
358706.1,172317.800000001,28954,SL105067,O/S 1 o/s 1,"4580658",Merchants Quay,358706.1,172317.8,0,STEEL,SL: Street Light,On Quay side,PTSD - DOCKS,D004,20004,NON GALVANISED STEEL,Yes,TRUE,true,-2.59560924393686,51.4483295207311
358745.6,172315.800000001,28955,SL105069,O/S 7 o/s 7,"4580658",Merchants Quay,358745.6,172315.8,0,STEEL,SL: Street Light,On Quay side,PTSD - DOCKS,D006,20005,NON GALVANISED STEEL,Yes,TRUE,true,-2.59504063548722,51.4483144310925
358764.9,172314.800000001,28956,SL105070,O/S 11 o/s 1,"4580658",Merchants Quay,358764.9,172314.8,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - DOCKS,D007,20006,NON GALVANISED STEEL,Yes,TRUE,true,-2.59476280655275,51.4483068523162
358790,172313,28957,SL105071,Quay corner near Bathurst Basin,"4580658",Merchants Quay,358790,172313,0,STEEL,SL: Street Light,On Quay side,PTSD - DOCKS,D008,20007,NON GALVANISED STEEL,Yes,TRUE,true,-2.59440142709697,51.4482925041295
359926.7,174695.199999999,28958,SL139077,O/S 1 1st fm Jo Ashley Pde,"4581082",Ashley Trading Estate,359926.7,174695.2,6,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTING COLUMN 2001,Yes,TRUE,true,-2.57831536363449,51.4697935472783
359908.5,174660.300000001,28959,SL139078,O/S 11 2nd fm Jo Ashley Pde on corner,"4581082",Ashley Trading Estate,359908.5,174660.3,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,NON GALVANISED STEEL,Yes,TRUE,true,-2.57857340257688,51.4694784661526
359874.4,174641.6,28960,SL139079,Opp 3 3rd fm Jo Ashley Pde-Op No10-Eo CDS,"4581082",Ashley Trading Estate,359874.4,174641.6,0,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",20003,NON GALVANISED STEEL,Yes,TRUE,true,-2.57906218377465,51.4693079091818
361139,172849,28961,SL138477,by speed hump feature,"4588672",Barton Court,361139,172849,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20002,LIGHTING COLUMN,Yes,TRUE,true,-2.5606595224234,51.4532786007149
361114.56,172846.92,28962,SL138478,O/S 3 end of cul-de-sac,"4588672",Barton Court,361114.56,172846.92,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"003",20003,LIGHTING COLUMN,Yes,TRUE,true,-2.56101102135823,51.453258217965
355939.64,176360.949999999,28963,SL140620,1W /Shirehampton Rd,"4588694",Queens Gate,355939.64,176360.95,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"001",20001,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63592284827532,51.4844727779649
355832.92,176320.199999999,28964,SL143566,1E /(N C-d-Sac)- on Bend,"4588694",Queens Gate,355832.92,176320.2,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"010",20002,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63745457042771,51.4840980526452
355817.25,176318.970000001,28965,SL143567,(N C-d-Sac) 1N,"4588694",Queens Gate,355817.25,176318.97,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"011",20003,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63768007020793,51.4840857667291
355802.5,176336.18,28966,SL143568,O/S 31 (N C-d-Sac)- 2N Turn Head,"4588694",Queens Gate,355802.5,176336.18,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"012",20004,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63789462981541,51.4842393447071
355817.56,176302.689999999,28967,SL143569,O/S 28 1W /(N C-d-Sac),"4588694",Queens Gate,355817.56,176302.69,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"013",20005,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63767356891828,51.4839394190921
355813.87,176275.35,28968,SL143570,2W /(N C-d-Sac),"4588694",Queens Gate,355813.87,176275.35,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"014",20006,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63772328145608,51.4836933183228
355794.36,176263.52,28969,SL143571,O/S 26 Opp 14 3W /(N C-d-Sac) (1E T Jnc),"4588694",Queens Gate,355794.36,176263.52,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"015",20007,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63800274571037,51.48358542706
355811.72,176231.26,28970,SL143572,(S C-d-Sac nr P15) - 1S,"4588694",Queens Gate,355811.72,176231.26,5,STEEL,SL: Street Light,1M sq Adopted frontage,PTSD - HIGHWAYS,"016",20008,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63774871311735,51.4832967394369
355808.8,176212.220000001,28971,SL143573,O/S 17 Opp 20 (S C-d-Sac nrP15)- 2S,"4588694",Queens Gate,355808.8,176212.22,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"017",20009,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63778837362443,51.4831253232393
355790.98,176240.939999999,28972,SL143575,O/S 21 TURN HEAD op Approach Rd,"4588694",Queens Gate,355790.98,176240.94,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"019",20010,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63804858529522,51.4833821468311
355919.4,176341.859999999,28973,SL143558,2W /Shirehampton Rd,"4588694",Queens Gate,355919.4,176341.86,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"002",20011,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63621193082632,51.4842995601612
355769.78,176259.99,28974,SL146992,O/S 22 (N C-d-Sac nr P15)- 1NTurn Hd,"4588694",Queens Gate,355769.78,176259.99,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"020",20012,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63835625912179,51.483551762442
355884.68,176282.720000001,28975,SL143561,O/S 7 (W C-d-Sac nrP4)- 1W/QueensGt,"4588694",Queens Gate,355884.68,176282.72,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"005",20013,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63670452363823,51.4837651234008
355873.78,176262.449999999,28976,SL143562,O/S 8 (W C-d-Sac nr P4) 2W QueensGt,"4588694",Queens Gate,355873.78,176262.45,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"006",20014,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63685894871915,51.4835820245029
355871.47,176290.560000001,28977,SL143563,Opp 38 1N /(W C-d-Sac),"4588694",Queens Gate,355871.47,176290.56,5,STEEL,SL: Street Light,Rear of pavement/verge,PTSD - HIGHWAYS,"007",20015,LIGHTINGCOL C/W EMBELLISHMENT,Yes,TRUE,true,-2.63689573195477,51.4838345790946
